game_date,home_team_abbr,away_team_abbr,source,line_type,home_ml,away_ml,home_spread
2021-11-24,SAS,ATL,kaggle_nba_betting,close,145,-165,3.5
2021-11-24,SAC,POR,kaggle_nba_betting,close,140,-160,3.5
2021-11-24,GSW,PHI,kaggle_nba_betting,close,-500,400,-10.0
2021-11-26,LAC,DET,kaggle_nba_betting,close,-750,525,-11.5
2021-11-26,CHA,MIN,kaggle_nba_betting,close,-130,110,-2.0
2021-11-26,NYK,PHX,kaggle_nba_betting,close,145,-165,4.0
2021-11-26,ORL,CHI,kaggle_nba_betting,close,375,-450,9.5
2021-11-26,MEM,ATL,kaggle_nba_betting,close,-105,-115,1.0
2021-11-26,IND,TOR,kaggle_nba_betting,close,-190,170,-5.0
2021-11-26,OKC,WAS,kaggle_nba_betting,close,235,-275,6.0
2021-11-26,SAS,BOS,kaggle_nba_betting,close,160,-180,4.5
2021-11-26,UTA,NOP,kaggle_nba_betting,close,-1000,650,-13.5
2021-11-26,DEN,MIL,kaggle_nba_betting,close,205,-245,6.5
2021-11-26,GSW,POR,kaggle_nba_betting,close,-240,200,-6.0
2021-11-26,LAL,SAC,kaggle_nba_betting,close,-300,250,-7.5
2021-11-27,PHI,MIN,kaggle_nba_betting,close,-270,220,-7.0
2021-11-27,ATL,NYK,kaggle_nba_betting,close,-340,270,-8.0
2021-11-27,BKN,PHX,kaggle_nba_betting,close,-130,110,-1.5
2021-11-27,HOU,CHA,kaggle_nba_betting,close,175,-210,5.0
2021-11-27,CHI,MIA,kaggle_nba_betting,close,-115,-105,1.0
2021-11-27,CLE,ORL,kaggle_nba_betting,close,-500,375,-10.0
2021-11-27,DAL,WAS,kaggle_nba_betting,close,-250,210,-6.5
2021-11-27,UTA,NOP,kaggle_nba_betting,close,-1000,650,-12.5
2021-11-28,LAC,GSW,kaggle_nba_betting,close,120,-140,2.5
2021-11-28,IND,MIL,kaggle_nba_betting,close,115,-135,2.0
2021-11-28,MEM,SAC,kaggle_nba_betting,close,-170,150,-4.0
2021-11-28,TOR,BOS,kaggle_nba_betting,close,105,-125,2.0
2021-11-28,LAL,DET,kaggle_nba_betting,close,-525,400,-10.5
2021-11-29,PHI,ORL,kaggle_nba_betting,close,-1200,750,-14.0
2021-11-29,MIA,DEN,kaggle_nba_betting,close,-150,130,-3.0
2021-11-29,HOU,OKC,kaggle_nba_betting,close,-140,120,-2.5
2021-11-29,MIN,IND,kaggle_nba_betting,close,-170,150,-4.0
2021-11-29,CHI,CHA,kaggle_nba_betting,close,-200,175,-5.5
2021-11-29,DAL,CLE,kaggle_nba_betting,close,-260,220,-6.5
2021-11-29,SAS,WAS,kaggle_nba_betting,close,135,-155,3.0
2021-11-29,UTA,POR,kaggle_nba_betting,close,-280,240,-7.0
2021-11-29,LAC,NOP,kaggle_nba_betting,close,-280,240,-7.0
2021-11-30,TOR,MEM,kaggle_nba_betting,close,-150,130,-3.0
2021-11-30,BKN,NYK,kaggle_nba_betting,close,-240,200,-6.0
2021-11-30,SAC,LAL,kaggle_nba_betting,close,-110,-110,-0.0
2021-11-30,PHX,GSW,kaggle_nba_betting,close,-155,135,-3.0
2021-11-30,POR,DET,kaggle_nba_betting,close,-350,290,-7.5
2021-12-01,WAS,MIN,kaggle_nba_betting,close,-170,150,-3.5
2021-12-01,IND,ATL,kaggle_nba_betting,close,-135,115,-2.0
2021-12-01,ORL,DEN,kaggle_nba_betting,close,280,-340,8.0
2021-12-01,BOS,PHI,kaggle_nba_betting,close,-155,135,-3.0
2021-12-01,MIA,CLE,kaggle_nba_betting,close,-150,130,-3.0
2021-12-01,NOP,DAL,kaggle_nba_betting,close,150,-170,4.0
2021-12-01,OKC,HOU,kaggle_nba_betting,close,-135,115,-2.5
2021-12-01,MIL,CHA,kaggle_nba_betting,close,-360,300,-9.0
2021-12-01,LAC,SAC,kaggle_nba_betting,close,-245,205,-6.0
2021-12-02,NYK,CHI,kaggle_nba_betting,close,-105,-115,2.0
2021-12-02,TOR,MIL,kaggle_nba_betting,close,130,-150,-1.5
2021-12-02,MEM,OKC,kaggle_nba_betting,close,-430,340,-11.5
2021-12-02,PHX,DET,kaggle_nba_betting,close,-1100,700,-11.5
2021-12-02,POR,SAS,kaggle_nba_betting,close,-230,195,-5.0
2021-12-03,IND,MIA,kaggle_nba_betting,close,-220,190,-5.5
2021-12-03,WAS,CLE,kaggle_nba_betting,close,-150,130,-3.0
2021-12-03,ATL,PHI,kaggle_nba_betting,close,-140,120,-2.5
2021-12-03,BKN,MIN,kaggle_nba_betting,close,-410,340,-9.0
2021-12-03,HOU,ORL,kaggle_nba_betting,close,-150,130,-2.5
2021-12-03,DAL,NOP,kaggle_nba_betting,close,-300,250,-7.0
2021-12-03,UTA,BOS,kaggle_nba_betting,close,-350,290,-8.0
2021-12-03,GSW,PHX,kaggle_nba_betting,close,-300,250,-7.5
2021-12-03,LAL,LAC,kaggle_nba_betting,close,-135,115,-2.5
2021-12-04,NYK,DEN,kaggle_nba_betting,close,-140,120,-2.5
2021-12-04,BKN,CHI,kaggle_nba_betting,close,-140,120,-2.5
2021-12-04,MIL,MIA,kaggle_nba_betting,close,-260,220,-6.5
2021-12-04,DAL,MEM,kaggle_nba_betting,close,-110,-110,-0.0
2021-12-04,GSW,SAS,kaggle_nba_betting,close,-400,330,-9.0
2021-12-04,POR,BOS,kaggle_nba_betting,close,-115,-105,-1.0
2021-12-04,SAC,LAC,kaggle_nba_betting,close,105,-125,2.0
2021-12-05,CLE,UTA,kaggle_nba_betting,close,175,-200,5.0
2021-12-05,TOR,WAS,kaggle_nba_betting,close,-120,100,-1.0
2021-12-05,ATL,CHA,kaggle_nba_betting,close,-330,270,-7.5
2021-12-05,HOU,NOP,kaggle_nba_betting,close,125,-145,2.5
2021-12-06,CHA,PHI,kaggle_nba_betting,close,250,-300,7.5
2021-12-06,DET,OKC,kaggle_nba_betting,close,-155,135,-3.0
2021-12-06,IND,WAS,kaggle_nba_betting,close,-220,190,-6.0
2021-12-06,MIA,MEM,kaggle_nba_betting,close,-215,185,-5.5
2021-12-06,CHI,DEN,kaggle_nba_betting,close,-135,115,-2.0
2021-12-06,MIN,ATL,kaggle_nba_betting,close,-130,110,-2.0
2021-12-06,MIL,CLE,kaggle_nba_betting,close,-360,300,-9.0
2021-12-06,PHX,SAS,kaggle_nba_betting,close,-300,250,-7.0
2021-12-06,POR,LAC,kaggle_nba_betting,close,175,-200,5.0
2021-12-06,GSW,ORL,kaggle_nba_betting,close,-1800,950,-16.0
2021-12-07,DAL,BKN,kaggle_nba_betting,close,105,-125,1.5
2021-12-07,SAS,NYK,kaggle_nba_betting,close,105,-125,1.5
2021-12-07,LAL,BOS,kaggle_nba_betting,close,-150,130,-3.0
2021-12-08,IND,NYK,kaggle_nba_betting,close,-210,180,-5.0
2021-12-08,CLE,CHI,kaggle_nba_betting,close,-165,145,-3.0
2021-12-08,DET,WAS,kaggle_nba_betting,close,175,-200,5.0
2021-12-08,CHA,PHI,kaggle_nba_betting,close,210,-250,6.5
2021-12-08,TOR,OKC,kaggle_nba_betting,close,-320,265,-7.5
2021-12-08,MIA,MIL,kaggle_nba_betting,close,220,-260,6.5
2021-12-08,HOU,BKN,kaggle_nba_betting,close,140,-160,3.5
2021-12-08,MIN,UTA,kaggle_nba_betting,close,240,-280,6.5
2021-12-08,MEM,DAL,kaggle_nba_betting,close,-120,100,-1.0
2021-12-08,NOP,DEN,kaggle_nba_betting,close,110,-130,2.0
2021-12-08,SAC,ORL,kaggle_nba_betting,close,-300,250,-7.5
2021-12-08,GSW,POR,kaggle_nba_betting,close,-1500,850,-14.5
2021-12-08,LAC,BOS,kaggle_nba_betting,close,-120,100,-0.0
2021-12-09,PHI,UTA,kaggle_nba_betting,close,120,-140,3.0
2021-12-09,MEM,LAL,kaggle_nba_betting,close,155,-175,4.0
2021-12-09,SAS,DEN,kaggle_nba_betting,close,-140,120,-2.0
2021-12-10,CHA,SAC,kaggle_nba_betting,close,105,-125,1.5
2021-12-10,IND,DAL,kaggle_nba_betting,close,-130,110,-2.0
2021-12-10,ATL,BKN,kaggle_nba_betting,close,-130,110,-2.0
2021-12-10,TOR,NYK,kaggle_nba_betting,close,-125,105,-1.5
2021-12-10,MIN,CLE,kaggle_nba_betting,close,105,-125,2.0
2021-12-10,HOU,MIL,kaggle_nba_betting,close,350,-420,9.5
2021-12-10,OKC,LAL,kaggle_nba_betting,close,150,-170,4.0
2021-12-10,NOP,DET,kaggle_nba_betting,close,-240,200,-6.5
2021-12-10,PHX,BOS,kaggle_nba_betting,close,-160,140,-3.0
2021-12-11,LAC,ORL,kaggle_nba_betting,close,-340,280,-8.5
2021-12-11,WAS,UTA,kaggle_nba_betting,close,250,-300,7.0
2021-12-11,MEM,HOU,kaggle_nba_betting,close,-340,280,-8.0
2021-12-11,MIA,CHI,kaggle_nba_betting,close,105,-125,1.5
2021-12-11,CLE,SAC,kaggle_nba_betting,close,-260,220,-6.5
2021-12-11,PHI,GSW,kaggle_nba_betting,close,135,-155,3.0
2021-12-11,SAS,DEN,kaggle_nba_betting,close,-110,-110,-0.0
2021-12-12,NYK,MIL,kaggle_nba_betting,close,200,-240,6.0
2021-12-12,DET,BKN,kaggle_nba_betting,close,260,-310,7.0
2021-12-12,SAS,NOP,kaggle_nba_betting,close,-130,110,-2.0
2021-12-12,OKC,DAL,kaggle_nba_betting,close,155,-175,4.0
2021-12-12,POR,MIN,kaggle_nba_betting,close,-150,130,-3.0
2021-12-12,LAL,ORL,kaggle_nba_betting,close,-430,360,-10.0
2021-12-13,CLE,MIA,kaggle_nba_betting,close,-210,180,-5.5
2021-12-13,IND,GSW,kaggle_nba_betting,close,155,-175,4.0
2021-12-13,TOR,SAC,kaggle_nba_betting,close,-185,165,-4.5
2021-12-13,ATL,HOU,kaggle_nba_betting,close,-500,400,-10.5
2021-12-13,BOS,MIL,kaggle_nba_betting,close,-105,-115,1.0
2021-12-13,MEM,PHI,kaggle_nba_betting,close,-145,125,1.0
2021-12-13,DAL,CHA,kaggle_nba_betting,close,-140,120,-2.5
2021-12-13,DEN,WAS,kaggle_nba_betting,close,-165,145,-4.0
2021-12-13,LAC,PHX,kaggle_nba_betting,close,135,-155,3.5
2021-12-14,NYK,GSW,kaggle_nba_betting,close,195,-225,5.5
2021-12-14,BKN,TOR,kaggle_nba_betting,close,-165,145,-4.0
2021-12-14,POR,PHX,kaggle_nba_betting,close,-110,-110,1.0
2021-12-15,ORL,ATL,kaggle_nba_betting,close,320,-380,9.0
2021-12-15,CLE,HOU,kaggle_nba_betting,close,-420,350,-9.5
2021-12-15,PHI,MIA,kaggle_nba_betting,close,-300,250,-7.5
2021-12-15,DAL,LAL,kaggle_nba_betting,close,140,-160,4.0
2021-12-15,OKC,NOP,kaggle_nba_betting,close,160,-180,4.5
2021-12-15,MIL,IND,kaggle_nba_betting,close,130,-150,3.0
2021-12-15,SAS,CHA,kaggle_nba_betting,close,-140,120,-2.5
2021-12-15,DEN,MIN,kaggle_nba_betting,close,-175,155,-4.0
2021-12-15,SAC,WAS,kaggle_nba_betting,close,110,-130,2.5
2021-12-15,UTA,LAC,kaggle_nba_betting,close,-800,550,-13.5
2021-12-15,POR,MEM,kaggle_nba_betting,close,-105,-115,-0.0
2021-12-16,IND,DET,kaggle_nba_betting,close,-600,450,-10.5
2021-12-16,BKN,PHI,kaggle_nba_betting,close,130,-150,3.0
2021-12-16,HOU,NYK,kaggle_nba_betting,close,180,-210,5.5
2021-12-16,PHX,WAS,kaggle_nba_betting,close,-390,325,-8.5
2021-12-17,ORL,MIA,kaggle_nba_betting,close,340,-410,9.0
2021-12-17,ATL,DEN,kaggle_nba_betting,close,-160,140,-3.5
2021-12-17,BOS,GSW,kaggle_nba_betting,close,165,-185,4.0
2021-12-17,MIN,LAL,kaggle_nba_betting,close,100,-120,1.0
2021-12-17,UTA,SAS,kaggle_nba_betting,close,-700,500,-11.5
2021-12-17,POR,CHA,kaggle_nba_betting,close,-125,105,-1.5
2021-12-17,SAC,MEM,kaggle_nba_betting,close,230,-270,6.0
2021-12-17,NOP,MIL,kaggle_nba_betting,close,-120,100,-1.5
2021-12-18,DET,HOU,kaggle_nba_betting,close,-110,-110,1.0
2021-12-18,BKN,ORL,kaggle_nba_betting,close,-220,190,-5.0
2021-12-18,TOR,GSW,kaggle_nba_betting,close,-360,300,-7.5
2021-12-18,OKC,LAC,kaggle_nba_betting,close,165,-185,4.5
2021-12-18,BOS,NYK,kaggle_nba_betting,close,-215,185,-6.0
2021-12-18,MIL,CLE,kaggle_nba_betting,close,195,-230,6.0
2021-12-18,UTA,WAS,kaggle_nba_betting,close,-280,240,-10.5
2021-12-19,CHI,LAL,kaggle_nba_betting,close,-280,240,-7.0
2021-12-19,SAC,SAS,kaggle_nba_betting,close,170,-190,5.0
2021-12-19,MEM,POR,kaggle_nba_betting,close,-185,165,-4.0
2021-12-19,DET,MIA,kaggle_nba_betting,close,220,-260,6.0
2021-12-19,MIN,DAL,kaggle_nba_betting,close,-165,145,-3.5
2021-12-19,PHX,CHA,kaggle_nba_betting,close,-400,330,-8.5
2021-12-20,BOS,PHI,kaggle_nba_betting,close,-140,120,-3.0
2021-12-20,MEM,OKC,kaggle_nba_betting,close,-400,330,-9.0
2021-12-20,CHI,HOU,kaggle_nba_betting,close,-280,240,-7.5
2021-12-20,UTA,CHA,kaggle_nba_betting,close,-900,600,-12.5
2021-12-20,GSW,SAC,kaggle_nba_betting,close,-1000,650,-13.5
2021-12-20,LAC,SAS,kaggle_nba_betting,close,-230,195,-6.0
2021-12-21,NYK,DET,kaggle_nba_betting,close,-290,245,-7.5
2021-12-21,MIA,IND,kaggle_nba_betting,close,110,-130,2.5
2021-12-21,NOP,POR,kaggle_nba_betting,close,100,-120,-0.0
2021-12-21,DAL,MIN,kaggle_nba_betting,close,120,-140,2.0
2021-12-21,LAL,PHX,kaggle_nba_betting,close,250,-300,7.0
2021-12-22,ATL,ORL,kaggle_nba_betting,close,-300,250,-8.0
2021-12-22,BOS,CLE,kaggle_nba_betting,close,-250,210,-6.5
2021-12-22,MIL,HOU,kaggle_nba_betting,close,-390,325,-8.5
2021-12-22,OKC,DEN,kaggle_nba_betting,close,220,-260,6.5
2021-12-22,SAC,LAC,kaggle_nba_betting,close,155,-175,4.0
2021-12-23,PHI,ATL,kaggle_nba_betting,close,-700,500,-11.0
2021-12-23,IND,HOU,kaggle_nba_betting,close,-270,230,-6.5
2021-12-23,ORL,NOP,kaggle_nba_betting,close,170,-190,4.5
2021-12-23,MIA,DET,kaggle_nba_betting,close,-750,525,-12.0
2021-12-23,NYK,WAS,kaggle_nba_betting,close,-160,140,-3.5
2021-12-23,DAL,MIL,kaggle_nba_betting,close,140,-160,3.5
2021-12-23,UTA,MIN,kaggle_nba_betting,close,-1300,775,-15.0
2021-12-23,DEN,CHA,kaggle_nba_betting,close,-140,120,-2.0
2021-12-23,PHX,OKC,kaggle_nba_betting,close,-1400,800,-15.0
2021-12-23,GSW,MEM,kaggle_nba_betting,close,-210,180,-5.5
2021-12-23,LAL,SAS,kaggle_nba_betting,close,-125,105,-1.5
2021-12-25,NYK,ATL,kaggle_nba_betting,close,-210,180,-5.5
2021-12-25,MIL,BOS,kaggle_nba_betting,close,-330,270,-7.5
2021-12-25,PHX,GSW,kaggle_nba_betting,close,-240,200,-6.0
2021-12-25,LAL,BKN,kaggle_nba_betting,close,-135,115,-2.5
2021-12-25,UTA,DAL,kaggle_nba_betting,close,-1000,650,-13.5
2021-12-26,MIA,ORL,kaggle_nba_betting,close,-500,400,-10.5
2021-12-26,WAS,PHI,kaggle_nba_betting,close,155,-175,4.0
2021-12-26,CLE,TOR,kaggle_nba_betting,close,-380,320,-9.0
2021-12-26,SAC,MEM,kaggle_nba_betting,close,120,-140,2.0
2021-12-26,OKC,NOP,kaggle_nba_betting,close,105,-125,1.5
2021-12-26,SAS,DET,kaggle_nba_betting,close,-550,425,-10.0
2021-12-26,CHI,IND,kaggle_nba_betting,close,-180,160,-4.0
2021-12-26,LAC,DEN,kaggle_nba_betting,close,140,-160,3.5
2021-12-27,CHA,HOU,kaggle_nba_betting,close,-330,270,-8.0
2021-12-27,ATL,CHI,kaggle_nba_betting,close,140,-160,3.0
2021-12-27,MIN,BOS,kaggle_nba_betting,close,185,-215,5.0
2021-12-27,SAS,UTA,kaggle_nba_betting,close,240,-280,7.0
2021-12-27,PHX,MEM,kaggle_nba_betting,close,-320,265,-7.5
2021-12-27,POR,DAL,kaggle_nba_betting,close,-150,130,-3.0
2021-12-27,LAC,BKN,kaggle_nba_betting,close,150,-170,4.0
2021-12-28,ORL,MIL,kaggle_nba_betting,close,800,-1400,15.0
2021-12-28,TOR,PHI,kaggle_nba_betting,close,210,-250,6.0
2021-12-28,MIA,WAS,kaggle_nba_betting,close,-320,265,-8.0
2021-12-28,MIN,NYK,kaggle_nba_betting,close,170,-190,5.0
2021-12-28,HOU,LAL,kaggle_nba_betting,close,190,-220,6.0
2021-12-28,NOP,CLE,kaggle_nba_betting,close,165,-185,4.5
2021-12-28,GSW,DEN,kaggle_nba_betting,close,-350,290,-8.0
2021-12-28,SAC,OKC,kaggle_nba_betting,close,-220,190,-5.5
2021-12-29,DET,NYK,kaggle_nba_betting,close,280,-340,8.5
2021-12-29,IND,CHA,kaggle_nba_betting,close,-165,145,-4.0
2021-12-29,BOS,LAC,kaggle_nba_betting,close,-240,200,-6.0
2021-12-29,MEM,LAL,kaggle_nba_betting,close,-250,210,-6.0
2021-12-29,CHI,ATL,kaggle_nba_betting,close,-330,270,-7.5
2021-12-29,PHX,OKC,kaggle_nba_betting,close,-1800,950,-16.0
2021-12-29,POR,UTA,kaggle_nba_betting,close,265,-320,8.0
2021-12-29,SAC,DAL,kaggle_nba_betting,close,-105,-115,-0.0
2021-12-30,BKN,PHI,kaggle_nba_betting,close,-200,175,-5.0
2021-12-30,WAS,CLE,kaggle_nba_betting,close,-165,145,-4.0
2021-12-30,ORL,MIL,kaggle_nba_betting,close,700,-1100,14.0
2021-12-31,BOS,PHX,kaggle_nba_betting,close,130,-150,3.0
2021-12-31,IND,CHI,kaggle_nba_betting,close,115,-135,3.0
2021-12-31,SAC,DAL,kaggle_nba_betting,close,-105,-115,1.0
2021-12-31,HOU,MIA,kaggle_nba_betting,close,170,-190,5.0
2021-12-31,CLE,ATL,kaggle_nba_betting,close,-135,115,-1.5
2021-12-31,TOR,LAC,kaggle_nba_betting,close,-260,220,-6.5
2021-12-31,OKC,NYK,kaggle_nba_betting,close,130,-150,2.5
2021-12-31,MEM,SAS,kaggle_nba_betting,close,-220,190,-5.5
2021-12-31,UTA,MIN,kaggle_nba_betting,close,-800,550,-12.5
2021-12-31,LAL,POR,kaggle_nba_betting,close,-230,195,-5.5
2022-01-01,MIL,NOP,kaggle_nba_betting,close,-850,575,-12.0
2022-01-01,WAS,CHI,kaggle_nba_betting,close,110,-130,2.0
2022-01-01,DET,SAS,kaggle_nba_betting,close,225,-265,6.5
2022-01-01,BKN,LAC,kaggle_nba_betting,close,-1200,750,-14.0
2022-01-01,HOU,DEN,kaggle_nba_betting,close,265,-320,8.5
2022-01-01,UTA,GSW,kaggle_nba_betting,close,-220,190,-5.5
2022-01-02,TOR,NYK,kaggle_nba_betting,close,-360,300,-8.0
2022-01-02,CLE,IND,kaggle_nba_betting,close,-175,155,-4.5
2022-01-02,BOS,ORL,kaggle_nba_betting,close,-600,450,-10.0
2022-01-02,SAC,MIA,kaggle_nba_betting,close,145,-165,3.5
2022-01-02,OKC,DAL,kaggle_nba_betting,close,400,-500,10.0
2022-01-02,CHA,PHX,kaggle_nba_betting,close,105,-125,1.5
2022-01-02,LAL,MIN,kaggle_nba_betting,close,-320,265,-7.0
2022-01-03,PHI,HOU,kaggle_nba_betting,close,-1000,650,-13.0
2022-01-03,WAS,CHA,kaggle_nba_betting,close,-125,105,-2.0
2022-01-03,BKN,MEM,kaggle_nba_betting,close,-260,220,-6.5
2022-01-03,MIL,DET,kaggle_nba_betting,close,-2500,1100,-17.0
2022-01-03,CHI,ORL,kaggle_nba_betting,close,-1200,750,-14.0
2022-01-03,NOP,UTA,kaggle_nba_betting,close,330,-400,8.5
2022-01-03,DAL,DEN,kaggle_nba_betting,close,-145,125,-3.0
2022-01-03,POR,ATL,kaggle_nba_betting,close,150,-170,4.0
2022-01-03,GSW,MIA,kaggle_nba_betting,close,-550,425,-10.5
2022-01-03,LAC,MIN,kaggle_nba_betting,close,-160,140,-3.5
2022-01-04,TOR,SAS,kaggle_nba_betting,close,-290,245,-7.0
2022-01-04,CLE,MEM,kaggle_nba_betting,close,-160,140,-3.5
2022-01-04,NYK,IND,kaggle_nba_betting,close,-160,140,-3.5
2022-01-04,NOP,PHX,kaggle_nba_betting,close,225,-265,6.5
2022-01-04,LAL,SAC,kaggle_nba_betting,close,-250,210,-6.5
2022-01-05,ORL,PHI,kaggle_nba_betting,close,290,-350,8.5
2022-01-05,CHA,DET,kaggle_nba_betting,close,-600,450,-10.5
2022-01-05,WAS,HOU,kaggle_nba_betting,close,-300,250,-7.5
2022-01-05,BOS,SAS,kaggle_nba_betting,close,-330,270,-7.5
2022-01-05,DAL,GSW,kaggle_nba_betting,close,170,-190,4.5
2022-01-05,IND,BKN,kaggle_nba_betting,close,310,-370,8.0
2022-01-05,MIN,OKC,kaggle_nba_betting,close,-420,350,-9.5
2022-01-05,MIL,TOR,kaggle_nba_betting,close,-130,110,-2.5
2022-01-05,SAC,ATL,kaggle_nba_betting,close,-125,105,-1.5
2022-01-05,POR,MIA,kaggle_nba_betting,close,120,-140,2.5
2022-01-05,DEN,UTA,kaggle_nba_betting,close,-110,-110,-1.0
2022-01-06,NYK,BOS,kaggle_nba_betting,close,110,-130,2.0
2022-01-06,NOP,GSW,kaggle_nba_betting,close,-115,-105,-1.0
2022-01-06,MEM,DET,kaggle_nba_betting,close,-1000,650,-13.5
2022-01-06,PHX,LAC,kaggle_nba_betting,close,-600,450,-10.5
2022-01-07,PHI,SAS,kaggle_nba_betting,close,-340,280,-8.5
2022-01-07,BKN,MIL,kaggle_nba_betting,close,-180,160,-4.0
2022-01-07,TOR,UTA,kaggle_nba_betting,close,-1100,700,-13.5
2022-01-07,HOU,DAL,kaggle_nba_betting,close,130,-150,3.0
2022-01-07,OKC,MIN,kaggle_nba_betting,close,165,-185,5.0
2022-01-07,CHI,WAS,kaggle_nba_betting,close,-220,190,-5.5
2022-01-07,DEN,SAC,kaggle_nba_betting,close,-310,260,-8.0
2022-01-07,POR,CLE,kaggle_nba_betting,close,200,-240,6.0
2022-01-07,LAL,ATL,kaggle_nba_betting,close,-120,100,-1.0
2022-01-08,LAC,MEM,kaggle_nba_betting,close,110,-130,2.0
2022-01-08,IND,UTA,kaggle_nba_betting,close,165,-185,4.5
2022-01-08,DET,ORL,kaggle_nba_betting,close,-120,100,-1.0
2022-01-08,CHA,MIL,kaggle_nba_betting,close,-125,105,-1.5
2022-01-08,BOS,NYK,kaggle_nba_betting,close,-310,260,-8.0
2022-01-08,PHX,MIA,kaggle_nba_betting,close,-500,400,-10.0
2022-01-09,LAC,ATL,kaggle_nba_betting,close,155,-175,4.0
2022-01-09,ORL,WAS,kaggle_nba_betting,close,240,-280,7.0
2022-01-09,TOR,NOP,kaggle_nba_betting,close,-280,240,-7.0
2022-01-09,HOU,MIN,kaggle_nba_betting,close,210,-250,6.5
2022-01-09,OKC,DEN,kaggle_nba_betting,close,235,-275,7.0
2022-01-09,DAL,CHI,kaggle_nba_betting,close,-130,110,-2.0
2022-01-09,BKN,SAS,kaggle_nba_betting,close,-500,400,-9.5
2022-01-09,GSW,CLE,kaggle_nba_betting,close,-290,245,-6.5
2022-01-09,POR,SAC,kaggle_nba_betting,close,105,-125,1.5
2022-01-09,LAL,MEM,kaggle_nba_betting,close,-160,140,-3.0
2022-01-10,DET,UTA,kaggle_nba_betting,close,525,-750,10.5
2022-01-10,CHA,MIL,kaggle_nba_betting,close,120,-140,2.5
2022-01-10,NYK,SAS,kaggle_nba_betting,close,-255,215,-6.5
2022-01-10,BOS,IND,kaggle_nba_betting,close,-400,330,-9.0
2022-01-10,SAC,CLE,kaggle_nba_betting,close,180,-210,5.5
2022-01-10,HOU,PHI,kaggle_nba_betting,close,400,-500,10.0
2022-01-10,POR,BKN,kaggle_nba_betting,close,290,-350,8.5
2022-01-11,WAS,OKC,kaggle_nba_betting,close,-260,220,-7.0
2022-01-11,TOR,PHX,kaggle_nba_betting,close,165,-185,4.5
2022-01-11,MEM,GSW,kaggle_nba_betting,close,110,-130,2.5
2022-01-11,NOP,MIN,kaggle_nba_betting,close,140,-160,3.0
2022-01-11,LAC,DEN,kaggle_nba_betting,close,125,-145,2.5
2022-01-11,CHI,DET,kaggle_nba_betting,close,-1200,750,-13.5
2022-01-12,PHI,CHA,kaggle_nba_betting,close,-220,190,-5.5
2022-01-12,WAS,ORL,kaggle_nba_betting,close,-260,220,-6.5
2022-01-12,IND,BOS,kaggle_nba_betting,close,-120,100,-1.0
2022-01-12,NYK,DAL,kaggle_nba_betting,close,115,-135,2.5
2022-01-12,ATL,MIA,kaggle_nba_betting,close,-140,120,-2.5
2022-01-12,SAS,HOU,kaggle_nba_betting,close,-280,240,-7.0
2022-01-12,UTA,CLE,kaggle_nba_betting,close,-200,175,-5.0
2022-01-12,SAC,LAL,kaggle_nba_betting,close,140,-160,4.0
2022-01-12,CHI,BKN,kaggle_nba_betting,close,100,-120,1.5
2022-01-13,MIL,GSW,kaggle_nba_betting,close,-120,100,-0.0
2022-01-13,MEM,MIN,kaggle_nba_betting,close,-145,125,-3.0
2022-01-13,NOP,LAC,kaggle_nba_betting,close,-180,160,-4.0
2022-01-13,BKN,OKC,kaggle_nba_betting,close,-210,180,-5.5
2022-01-13,DEN,POR,kaggle_nba_betting,close,-650,475,-11.5
2022-01-14,CHA,ORL,kaggle_nba_betting,close,-650,475,-11.5
2022-01-14,DET,TOR,kaggle_nba_betting,close,340,-410,9.0
2022-01-14,IND,PHX,kaggle_nba_betting,close,180,-210,5.5
2022-01-14,PHI,BOS,kaggle_nba_betting,close,-150,130,-3.0
2022-01-14,CHI,GSW,kaggle_nba_betting,close,-145,125,-2.5
2022-01-14,MIA,ATL,kaggle_nba_betting,close,-215,185,-5.5
2022-01-14,SAS,CLE,kaggle_nba_betting,close,130,-150,3.0
2022-01-14,SAC,HOU,kaggle_nba_betting,close,-220,190,-5.0
2022-01-14,MEM,DAL,kaggle_nba_betting,close,-140,120,-2.5
2022-01-15,MIL,TOR,kaggle_nba_betting,close,-340,280,-7.5
2022-01-15,WAS,POR,kaggle_nba_betting,close,-280,240,-7.5
2022-01-15,BKN,NOP,kaggle_nba_betting,close,-200,175,-5.5
2022-01-15,ATL,NYK,kaggle_nba_betting,close,-125,105,-1.5
2022-01-15,OKC,CLE,kaggle_nba_betting,close,175,-200,5.0
2022-01-15,MIA,PHI,kaggle_nba_betting,close,-155,135,-3.0
2022-01-15,BOS,CHI,kaggle_nba_betting,close,-310,260,-7.5
2022-01-15,SAS,LAC,kaggle_nba_betting,close,-115,-105,-1.5
2022-01-15,DEN,LAL,kaggle_nba_betting,close,-185,165,-4.5
2022-01-15,DAL,ORL,kaggle_nba_betting,close,-800,550,-11.5
2022-01-16,SAC,HOU,kaggle_nba_betting,close,-185,165,-4.5
2022-01-16,MIN,GSW,kaggle_nba_betting,close,-190,170,-5.0
2022-01-16,DEN,UTA,kaggle_nba_betting,close,190,-220,5.5
2022-01-16,DET,PHX,kaggle_nba_betting,close,550,-800,11.5
2022-01-17,BOS,NOP,kaggle_nba_betting,close,-180,160,-4.5
2022-01-17,NYK,CHA,kaggle_nba_betting,close,-150,130,-2.5
